cols 128 rows 96
7.3856,-11.5884,14.5314
7.5352,-11.6640,14.3935
7.6854,-11.7393,14.2522
7.8359,-11.8143,14.1075
7.9867,-11.8889,13.9595
8.1376,-11.9632,13.8080
8.2887,-12.0371,13.6531
8.4396,-12.1105,13.4948
8.5905,-12.1834,13.3330
8.7411,-12.2558,13.1677
8.8913,-12.3277,12.9990
9.0411,-12.3989,12.8268
9.1903,-12.4696,12.6511
9.3388,-12.5395,12.4719
9.4865,-12.6088,12.2893
9.6333,-12.6773,12.1031
9.7791,-12.7451,11.9136
9.9238,-12.8120,11.7206
10.0673,-12.8781,11.5241
10.2094,-12.9433,11.3243
10.3500,-13.0076,11.1211
10.4891,-13.0710,10.9146
10.6266,-13.1334,10.7047
10.7623,-13.1947,10.4915
10.8961,-13.2551,10.2751
11.0280,-13.3143,10.0554
11.1578,-13.3725,9.8326
11.2854,-13.4295,9.6067
11.4107,-13.4853,9.3777
11.5337,-13.5399,9.1456
11.6543,-13.5933,8.9106
11.7723,-13.6455,8.6726
11.8876,-13.6963,8.4318
12.0002,-13.7459,8.1881
12.1100,-13.7941,7.9418
12.2169,-13.8409,7.6927
12.3208,-13.8863,7.4410
12.4216,-13.9303,7.1868
12.5193,-13.9728,6.9301
12.6138,-14.0139,6.6711
12.7049,-14.0535,6.4097
12.7927,-14.0916,6.1461
12.8770,-14.1281,5.8803
12.9579,-14.1631,5.6125
13.0352,-14.1965,5.3427
13.1088,-14.2283,5.0710
13.1788,-14.2585,4.7975
13.2450,-14.2870,4.5223
13.3075,-14.3139,4.2454
13.3660,-14.3392,3.9671
13.4207,-14.3628,3.6873
13.4715,-14.3846,3.4062
13.5183,-14.4048,3.1238
13.5610,-14.4233,2.8403
13.5998,-14.4400,2.5558
13.6344,-14.4550,2.2704
13.6650,-14.4683,1.9841
13.6914,-14.4798,1.6971
13.7137,-14.4896,1.4095
13.7318,-14.4976,1.1214
13.7458,-14.5038,0.8328
13.7555,-14.5083,0.5440
13.7611,-14.5110,0.2550
13.7624,-14.5119,-0.0342
13.7596,-14.5110,-0.3233
13.7525,-14.5084,-0.6123
13.7413,-14.5039,-0.9011
13.7259,-14.4978,-1.1895
13.7063,-14.4898,-1.4775
13.6825,-14.4801,-1.7649
13.6546,-14.4686,-2.0517
13.6226,-14.4554,-2.3378
13.5865,-14.4405,-2.6230
13.5463,-14.4238,-2.9072
13.5021,-14.4054,-3.1904
13.4538,-14.3853,-3.4724
13.4016,-14.3635,-3.7532
13.3455,-14.3400,-4.0326
13.2856,-14.3148,-4.3106
13.2217,-14.2879,-4.5870
13.1542,-14.2595,-4.8617
13.0829,-14.2293,-5.1347
13.0079,-14.1976,-5.4059
12.9293,-14.1643,-5.6752
12.8471,-14.1294,-5.9425
12.7615,-14.0929,-6.2076
12.6725,-14.0549,-6.4706
12.5801,-14.0154,-6.7314
12.4844,-13.9744,-6.9898
12.3856,-13.9319,-7.2458
12.2836,-13.8880,-7.4993
12.1785,-13.8426,-7.7503
12.0705,-13.7959,-7.9986
11.9596,-13.7478,-8.2443
11.8459,-13.6983,-8.4871
11.7295,-13.6476,-8.7272
11.6105,-13.5955,-8.9644
11.4890,-13.5422,-9.1986
11.3650,-13.4877,-9.4298
11.2387,-13.4319,-9.6580
11.1101,-13.3750,-9.8831
10.9795,-13.3170,-10.1050
10.8467,-13.2578,-10.3238
10.7121,-13.1976,-10.5393
10.5756,-13.1363,-10.7515
10.4373,-13.0740,-10.9605
10.2975,-13.0108,-11.1662
10.1561,-12.9466,-11.3684
10.0133,-12.8815,-11.5673
9.8692,-12.8155,-11.7628
9.7239,-12.7486,-11.9549
9.5775,-12.6810,-12.1435
9.4301,-12.6126,-12.3287
9.2818,-12.5435,-12.5104
9.1328,-12.4736,-12.6886
8.9832,-12.4031,-12.8633
8.8330,-12.3320,-13.0346
8.6823,-12.2603,-13.2024
8.5313,-12.1880,-13.3667
8.3802,-12.1152,-13.5275
8.2289,-12.0420,-13.6849
8.0775,-11.9683,-13.8389
7.9263,-11.8941,-13.9894
7.7753,-11.8196,-14.1365
7.6246,-11.7448,-14.2802
7.4743,-11.6697,-14.4206
7.3245,-11.5943,-14.5577
7.1753,-11.5186,-14.6914
7.5068,-11.4129,14.6080
7.6588,-11.4877,14.4698
7.8114,-11.5623,14.3282
7.9643,-11.6365,14.1832
8.1174,-11.7104,14.0348
8.2708,-11.7839,13.8829
8.4241,-11.8570,13.7276
8.5775,-11.9297,13.5687
8.7306,-12.0019,13.4064
8.8835,-12.0735,13.2406
9.0361,-12.1446,13.0713
9.1881,-12.2151,12.8984
9.3396,-12.2850,12.7221
9.4903,-12.3543,12.5422
9.6402,-12.4228,12.3588
9.7892,-12.4906,12.1719
9.9372,-12.5577,11.9815
10.0840,-12.6239,11.7877
10.2296,-12.6893,11.5904
10.3738,-12.7538,11.3897
10.5165,-12.8175,11.1855
10.6576,-12.8802,10.9780
10.7971,-12.9419,10.7671
10.9347,-13.0026,10.5528
11.0705,-13.0623,10.3353
11.2042,-13.1209,10.1146
11.3359,-13.1785,9.8907
11.4653,-13.2349,9.6635
11.5925,-13.2901,9.4333
11.7172,-13.3442,9.2000
11.8394,-13.3970,8.9637
11.9591,-13.4486,8.7244
12.0760,-13.4989,8.4823
12.1902,-13.5479,8.2373
12.3015,-13.5956,7.9895
12.4099,-13.6419,7.7390
12.5152,-13.6869,7.4859
12.6174,-13.7304,7.2302
12.7164,-13.7725,6.9721
12.8122,-13.8131,6.7115
12.9046,-13.8523,6.4486
12.9936,-13.8900,6.1834
13.0791,-13.9261,5.9161
13.1611,-13.9607,5.6467
13.2394,-13.9938,5.3753
13.3140,-14.0252,5.1019
13.3850,-14.0551,4.8268
13.4521,-14.0833,4.5499
13.5154,-14.1100,4.2714
13.5747,-14.1349,3.9913
13.6302,-14.1583,3.7098
13.6816,-14.1799,3.4270
13.7291,-14.1999,3.1429
13.7724,-14.2181,2.8576
13.8117,-14.2347,2.5714
13.8468,-14.2496,2.2842
13.8778,-14.2627,1.9961
13.9045,-14.2741,1.7073
13.9271,-14.2837,1.4179
13.9455,-14.2916,1.1280
13.9597,-14.2978,0.8377
13.9695,-14.3022,0.5470
13.9752,-14.3049,0.2562
13.9765,-14.3058,-0.0347
13.9736,-14.3049,-0.3257
13.9665,-14.3023,-0.6164
13.9551,-14.2980,-0.9070
13.9395,-14.2919,-1.1972
13.9196,-14.2840,-1.4870
13.8955,-14.2744,-1.7763
13.8672,-14.2631,-2.0649
13.8348,-14.2500,-2.3527
13.7982,-14.2352,-2.6397
13.7575,-14.2187,-2.9256
13.7127,-14.2005,-3.2106
13.6638,-14.1806,-3.4943
13.6109,-14.1590,-3.7768
13.5540,-14.1358,-4.0579
13.4933,-14.1109,-4.3376
13.4286,-14.0843,-4.6156
13.3601,-14.0562,-4.8921
13.2878,-14.0264,-5.1667
13.2118,-13.9950,-5.4395
13.1321,-13.9620,-5.7104
13.0489,-13.9275,-5.9793
12.9621,-13.8914,-6.2460
12.8718,-13.8538,-6.5106
12.7782,-13.8148,-6.7729
12.6812,-13.7742,-7.0328
12.5810,-13.7322,-7.2903
12.4776,-13.6887,-7.5452
12.3711,-13.6439,-7.7976
12.2616,-13.5977,-8.0473
12.1491,-13.5501,-8.2944
12.0339,-13.5011,-8.5386
11.9158,-13.4509,-8.7799
11.7952,-13.3994,-9.0184
11.6719,-13.3467,-9.2539
11.5462,-13.2927,-9.4863
11.4181,-13.2376,-9.7157
11.2877,-13.1813,-9.9420
11.1552,-13.1238,-10.1651
11.0206,-13.0653,-10.3849
10.8840,-13.0057,-10.6015
10.7455,-12.9451,-10.8148
10.6053,-12.8835,-11.0248
10.4634,-12.8209,-11.2314
10.3199,-12.7574,-11.4346
10.1750,-12.6929,-11.6344
10.0288,-12.6277,-11.8307
9.8814,-12.5615,-12.0236
9.7328,-12.4946,-12.2130
9.5832,-12.4269,-12.3990
9.4327,-12.3585,-12.5814
9.2815,-12.2894,-12.7603
9.1296,-12.2196,-12.9357
8.9771,-12.1492,-13.1076
8.8241,-12.0783,-13.2759
8.6708,-12.0068,-13.4408
8.5173,-11.9347,-13.6021
8.3637,-11.8622,-13.7600
8.2100,-11.7892,-13.9144
8.0564,-11.7159,-14.0653
7.9030,-11.6421,-14.2128
7.7499,-11.5681,-14.3568
7.5972,-11.4937,-14.4975
7.4450,-11.4191,-14.6348
7.2935,-11.3442,-14.7687
7.6274,-11.2344,14.6837
7.7818,-11.3083,14.5452
7.9367,-11.3821,14.4034
8.0920,-11.4555,14.2580
8.2475,-11.5286,14.1092
8.4032,-11.6013,13.9570
8.5589,-11.6736,13.8012
8.7145,-11.7455,13.6419
8.8700,-11.8169,13.4791
9.0252,-11.8877,13.3127
9.1800,-11.9581,13.1428
9.3343,-12.0278,12.9693
9.4880,-12.0969,12.7923
9.6409,-12.1654,12.6117
9.7930,-12.2332,12.4276
9.9442,-12.3002,12.2400
10.0943,-12.3665,12.0488
10.2432,-12.4320,11.8541
10.3909,-12.4967,11.6559
10.5371,-12.5605,11.4543
10.6819,-12.6235,11.2492
10.8250,-12.6855,11.0407
10.9664,-12.7465,10.8288
11.1060,-12.8066,10.6135
11.2437,-12.8656,10.3950
11.3793,-12.9236,10.1731
11.5128,-12.9804,9.9480
11.6440,-13.0362,9.7197
11.7729,-13.0908,9.4883
11.8994,-13.1443,9.2538
12.0233,-13.1965,9.0162
12.1445,-13.2475,8.7757
12.2631,-13.2973,8.5322
12.3788,-13.3457,8.2859
12.4917,-13.3929,8.0367
12.6015,-13.4387,7.7849
12.7082,-13.4831,7.5303
12.8118,-13.5262,7.2732
12.9122,-13.5678,7.0136
13.0092,-13.6080,6.7515
13.1029,-13.6467,6.4871
13.1931,-13.6839,6.2204
13.2797,-13.7197,5.9515
13.3627,-13.7539,5.6805
13.4421,-13.7866,5.4075
13.5178,-13.8177,5.1325
13.5896,-13.8472,4.8557
13.6576,-13.8751,4.5772
13.7217,-13.9014,4.2970
13.7819,-13.9261,4.0153
13.8381,-13.9492,3.7321
13.8902,-13.9706,3.4475
13.9383,-13.9903,3.1617
13.9822,-14.0084,2.8748
14.0220,-14.0248,2.5867
14.0576,-14.0395,2.2978
14.0889,-14.0524,2.0080
14.1161,-14.0637,1.7174
14.1390,-14.0732,1.4263
14.1576,-14.0810,1.1346
14.1719,-14.0871,0.8425
14.1819,-14.0915,0.5500
14.1876,-14.0942,0.2574
14.1890,-14.0951,-0.0353
14.1861,-14.0942,-0.3280
14.1789,-14.0917,-0.6206
14.1673,-14.0873,-0.9129
14.1515,-14.0813,-1.2049
14.1314,-14.0736,-1.4965
14.1070,-14.0641,-1.7875
14.0783,-14.0529,-2.0778
14.0454,-14.0400,-2.3674
14.0084,-14.0254,-2.6561
13.9671,-14.0091,-2.9439
13.9217,-13.9911,-3.2305
13.8722,-13.9714,-3.5160
13.8186,-13.9501,-3.8002
13.7610,-13.9271,-4.0830
13.6994,-13.9025,-4.3643
13.6339,-13.8762,-4.6440
13.5645,-13.8484,-4.9221
13.4913,-13.8189,-5.1984
13.4143,-13.7879,-5.4728
13.3335,-13.7553,-5.7453
13.2492,-13.7212,-6.0157
13.1612,-13.6855,-6.2840
13.0698,-13.6484,-6.5501
